company,category,item,fiscal_year,amount
고피자,③ 지급/용역수수료,판매수수료,2024,187911262
고피자,③ 지급/용역수수료,판매수수료,2025,222679171
고피자,④ 광고선전비,광고선전비,2024,907031865
고피자,④ 광고선전비,광고선전비,2025,738354981
고피자,⑤ 임차/관리비,건물관리비,2024,74141397
고피자,⑤ 임차/관리비,건물관리비,2025,57455686
고피자,⑤ 임차/관리비,수도광열비,2024,41422215
고피자,⑤ 임차/관리비,수도광열비,2025,40659373
고피자,⑤ 임차/관리비,전력비,2024,98024591
고피자,⑤ 임차/관리비,전력비,2025,104863407
고피자,⑤ 임차/관리비,지급임차료,2024,1024304820
고피자,⑤ 임차/관리비,지급임차료,2025,1265691105
고피자,⑥ 감가상각비,감가상각비,2024,525031062
고피자,⑥ 감가상각비,감가상각비,2025,437199555
고피자,⑥ 감가상각비,무형자산상각비,2024,59553859
고피자,⑥ 감가상각비,무형자산상각비,2025,57881758
고피자,⑦ 물류/운반비,운반비,2024,412481222
고피자,⑦ 물류/운반비,운반비,2025,412869988
고피자,⑨ 기타판관비,경상연구개발비,2024,722422556
고피자,⑨ 기타판관비,경상연구개발비,2025,402948188
고피자,⑨ 기타판관비,대손상각비,2024,69931183
고피자,⑨ 기타판관비,대손상각비,2025,-46051403
고피자,⑨ 기타판관비,보험료,2024,79686185
고피자,⑨ 기타판관비,보험료,2025,84978670
고피자,⑨ 기타판관비,사무용품비,2024,3217020
고피자,⑨ 기타판관비,사무용품비,2025,2783880
고피자,⑨ 기타판관비,세금과공과금,2024,182775638
고피자,⑨ 기타판관비,세금과공과금,2025,163096350
고피자,⑨ 기타판관비,소모품비,2024,170361020
고피자,⑨ 기타판관비,소모품비,2025,106820679
고피자,⑨ 기타판관비,수선비,2024,24523001
고피자,⑨ 기타판관비,수선비,2025,34668209
고피자,⑨ 기타판관비,접대비,2024,4968860
고피자,⑨ 기타판관비,접대비,2025,11807976
고피자,⑨ 기타판관비,차량유지비,2024,84281236
고피자,⑨ 기타판관비,차량유지비,2025,104110924
고피자,⑨ 기타판관비,통신비,2024,27620974
고피자,⑨ 기타판관비,통신비,2025,24257829
고피자,부채총계,부채총계,2024,13692814677
고피자,부채총계,부채총계,2025,11874996579
고피자,순운전자본+,대손충당금,2024,-124442825
고피자,순운전자본+,대손충당금,2025,-78391422
고피자,순운전자본+,매출채권,2024,1148813184
고피자,순운전자본+,매출채권,2025,1662913297
고피자,순운전자본+,미수금,2024,262370416
고피자,순운전자본+,미수금,2025,63551013
고피자,순운전자본+,현금및현금성자산,2024,11377176873
고피자,순운전자본+,현금및현금성자산,2025,1965034221
고피자,순운전자본-,단기차입금,2024,6840000000
고피자,순운전자본-,단기차입금,2025,4840000000
고피자,순운전자본-,미지급금,2024,2117646258
고피자,순운전자본-,미지급금,2025,1709869459
고피자,순운전자본-,미지급비용,2024,212860662
고피자,순운전자본-,미지급비용,2025,177530865
고피자,순운전자본-,유동성장기차입금,2024,207997005
고피자,순운전자본-,유동성장기차입금,2025,392825527
고피자,영업활동현금흐름,영업활동으로인한현금흐름,2024,-2141104427
고피자,영업활동현금흐름,영업활동으로인한현금흐름,2025,-3177693905
고피자,이익잉여금,결손금,2024,36596465711
고피자,이익잉여금,결손금,2025,43419042842
고피자,자본총계,자본총계,2024,13760247065
고피자,자본총계,자본총계,2025,7006549856
고피자,자산총계,자산총계,2024,27453061742
고피자,자산총계,자산총계,2025,18881546435
고피자,재고자산,재고자산,2024,1030838154
고피자,재고자산,재고자산,2025,888571939
고피자,재무활동현금흐름,재무활동으로인한현금흐름,2024,14764969564
고피자,재무활동현금흐름,재무활동으로인한현금흐름,2025,-1206964505
고피자,투자활동현금흐름,투자활동으로인한현금흐름,2024,-4805715846
고피자,투자활동현금흐름,투자활동으로인한현금흐름,2025,-5027484242
고피자,현금의 증감,현금의증가,2024,7818149291
고피자,현금의 증감,현금의증가,2025,-9412142652
공차코리아,Ⅰ. 매출액,매출액,2024,201457000000
공차코리아,Ⅰ. 매출액,매출액,2025,240140000000
공차코리아,Ⅱ. 매출원가,매출원가,2024,142125000000
공차코리아,Ⅱ. 매출원가,매출원가,2025,164466000000
공차코리아,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,59332182590
공차코리아,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,75673880117
공차코리아,Ⅳ. 판매비와 관리비,판매관리비,2024,49918866056
공차코리아,Ⅳ. 판매비와 관리비,판매관리비,2025,59949399994
공차코리아,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,9413316534
공차코리아,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,15724480123
공차코리아,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,9726654619
공차코리아,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,10461173876
공차코리아,① 인건비,급여,2024,12064892000
공차코리아,① 인건비,급여,2025,13375778000
공차코리아,① 인건비,퇴직급여,2024,501119000
공차코리아,① 인건비,퇴직급여,2025,575289000
공차코리아,② 복리후생비,교육훈련비,2024,236073000
공차코리아,② 복리후생비,교육훈련비,2025,215097000
공차코리아,② 복리후생비,도서인쇄비,2024,6033000
공차코리아,② 복리후생비,도서인쇄비,2025,0
공차코리아,② 복리후생비,복리후생비,2024,1376539000
공차코리아,② 복리후생비,복리후생비,2025,1435980000
공차코리아,② 복리후생비,여비교통비,2024,870535000
공차코리아,② 복리후생비,여비교통비,2025,1097475000
공차코리아,③ 지급/용역수수료,지급수수료,2024,21293831000
공차코리아,③ 지급/용역수수료,지급수수료,2025,25034408000
공차코리아,④ 광고선전비,광고선전비,2024,5758672000
공차코리아,④ 광고선전비,광고선전비,2025,10006689000
공차코리아,④ 광고선전비,판매촉진비,2024,2594397000
공차코리아,④ 광고선전비,판매촉진비,2025,2243273000
공차코리아,⑤ 임차/관리비,사용권자산상각비,2024,1162503000
공차코리아,⑤ 임차/관리비,사용권자산상각비,2025,1549516000
공차코리아,⑤ 임차/관리비,수도광열비,2024,59811000
공차코리아,⑤ 임차/관리비,수도광열비,2025,61189000
공차코리아,⑤ 임차/관리비,지급임차료,2024,43806000
공차코리아,⑤ 임차/관리비,지급임차료,2025,35504000
공차코리아,⑥ 감가상각비,감가상각비,2024,374528000
공차코리아,⑥ 감가상각비,감가상각비,2025,454437000
공차코리아,⑥ 감가상각비,무형자산상각비,2024,675482000
공차코리아,⑥ 감가상각비,무형자산상각비,2025,796893000
공차코리아,⑦ 물류/운반비,운반비,2024,142452000
공차코리아,⑦ 물류/운반비,운반비,2025,139250000
공차코리아,⑨ 기타판관비,대손상각비,2024,-6699000
공차코리아,⑨ 기타판관비,대손상각비,2025,27890000
공차코리아,⑨ 기타판관비,보험료,2024,463142000
공차코리아,⑨ 기타판관비,보험료,2025,453790000
공차코리아,⑨ 기타판관비,세금과공과,2024,779092000
공차코리아,⑨ 기타판관비,세금과공과,2025,975704000
공차코리아,⑨ 기타판관비,소모품비,2024,188170000
공차코리아,⑨ 기타판관비,소모품비,2025,158428000
공차코리아,⑨ 기타판관비,수선비,2024,38897000
공차코리아,⑨ 기타판관비,수선비,2025,20445000
공차코리아,⑨ 기타판관비,시험연구비,2024,123910000
공차코리아,⑨ 기타판관비,시험연구비,2025,162527000
공차코리아,⑨ 기타판관비,영업활동비,2024,246065000
공차코리아,⑨ 기타판관비,영업활동비,2025,276012000
공차코리아,⑨ 기타판관비,잡비,2024,378586000
공차코리아,⑨ 기타판관비,잡비,2025,329065000
공차코리아,⑨ 기타판관비,접대비,2024,113428000
공차코리아,⑨ 기타판관비,접대비,2025,112799000
공차코리아,⑨ 기타판관비,차량유지비,2024,295148000
공차코리아,⑨ 기타판관비,차량유지비,2025,252217000
공차코리아,⑨ 기타판관비,통신비,2024,138454000
공차코리아,⑨ 기타판관비,통신비,2025,159744000
공차코리아,리스부채,비유동리스부채,2024,29016054544
공차코리아,리스부채,비유동리스부채,2025,46141552292
공차코리아,리스부채,유동성리스부채,2024,14343021617
공차코리아,리스부채,유동성리스부채,2025,18890882596
공차코리아,부채총계,부채총계,2024,110758000000
공차코리아,부채총계,부채총계,2025,153398000000
공차코리아,사용권자산,사용권자산,2024,22452446784
공차코리아,사용권자산,사용권자산,2025,29500837788
공차코리아,순운전자본+,매출채권및기타채권,2024,35410088539
공차코리아,순운전자본+,매출채권및기타채권,2025,41747145752
공차코리아,순운전자본+,현금및현금성자산,2024,22482912866
공차코리아,순운전자본+,현금및현금성자산,2025,33652837054
공차코리아,순운전자본-,단기차입금,2024,59489686
공차코리아,순운전자본-,단기차입금,2025,5653851420
공차코리아,순운전자본-,매입채무및기타채무,2024,33907467626
공차코리아,순운전자본-,매입채무및기타채무,2025,39923130822
공차코리아,영업활동현금흐름,영업활동으로인한현금흐름,2024,13607252782
공차코리아,영업활동현금흐름,영업활동으로인한현금흐름,2025,27333675317
공차코리아,이익잉여금,이익잉여금,2024,94781113012
공차코리아,이익잉여금,이익잉여금,2025,101676000000
공차코리아,자본총계,자본총계,2024,71165042418
공차코리아,자본총계,자본총계,2025,77519711502
공차코리아,자산총계,자산총계,2024,181923000000
공차코리아,자산총계,자산총계,2025,230918000000
공차코리아,재고자산,재고자산,2024,14502633847
공차코리아,재고자산,재고자산,2025,11780965289
공차코리아,재무활동현금흐름,재무활동으로인한현금흐름,2024,-22961501130
공차코리아,재무활동현금흐름,재무활동으로인한현금흐름,2025,-14816152122
공차코리아,투자활동현금흐름,투자활동으로인한현금흐름,2024,2921746213
공차코리아,투자활동현금흐름,투자활동으로인한현금흐름,2025,-2845559610
공차코리아,현금의 증감,현금및현금성자산의증감,2024,-6432502135
공차코리아,현금의 증감,현금및현금성자산의증감,2025,9671963585
구다이글로벌,Ⅰ. 매출액,매출액,2023,139392984858
구다이글로벌,Ⅰ. 매출액,매출액,2024,373072439704
구다이글로벌,Ⅰ. 매출액,매출액,2025,1471758058601
구다이글로벌,Ⅱ. 매출원가,매출원가,2023,60482530805
구다이글로벌,Ⅱ. 매출원가,매출원가,2024,140676624091
구다이글로벌,Ⅱ. 매출원가,매출원가,2025,543057084304
구다이글로벌,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2023,78910454053
구다이글로벌,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,232395815613
구다이글로벌,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,928700974297
구다이글로벌,Ⅳ. 판매비와 관리비,판매비와관리비,2023,10337325325
구다이글로벌,Ⅳ. 판매비와 관리비,판매비와관리비,2024,94628631584
구다이글로벌,Ⅳ. 판매비와 관리비,판매비와관리비,2025,655255978596
구다이글로벌,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2023,68573128728
구다이글로벌,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,137767184029
구다이글로벌,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,273444995701
구다이글로벌,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2023,52058074630
구다이글로벌,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,124264758825
구다이글로벌,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,233706127928
구다이글로벌,① 인건비,급여,2023,1816923000
구다이글로벌,① 인건비,급여,2024,6745807000
구다이글로벌,① 인건비,급여,2025,51904725000
구다이글로벌,① 인건비,퇴직급여,2023,220580000
구다이글로벌,① 인건비,퇴직급여,2024,508403000
구다이글로벌,① 인건비,퇴직급여,2025,2708255000
구다이글로벌,② 복리후생비,복리후생비,2023,394605000
구다이글로벌,② 복리후생비,복리후생비,2024,689091000
구다이글로벌,② 복리후생비,복리후생비,2025,5802752000
구다이글로벌,③ 지급/용역수수료,수출제비용,2024,633484000
구다이글로벌,③ 지급/용역수수료,수출제비용,2025,24768386000
구다이글로벌,③ 지급/용역수수료,외주용역비,2024,3821000
구다이글로벌,③ 지급/용역수수료,외주용역비,2025,694626000
구다이글로벌,③ 지급/용역수수료,지급수수료,2023,1528419000
구다이글로벌,③ 지급/용역수수료,지급수수료,2024,37318254000
구다이글로벌,③ 지급/용역수수료,지급수수료,2025,112369230000
구다이글로벌,③ 지급/용역수수료,판매수수료,2024,1101221000
구다이글로벌,③ 지급/용역수수료,판매수수료,2025,21863993000
구다이글로벌,④ 광고선전비,광고선전비,2023,3384077000
구다이글로벌,④ 광고선전비,광고선전비,2024,23778822000
구다이글로벌,④ 광고선전비,광고선전비,2025,224321314000
구다이글로벌,④ 광고선전비,판매촉진비,2023,398820000
구다이글로벌,④ 광고선전비,판매촉진비,2024,974888000
구다이글로벌,④ 광고선전비,판매촉진비,2025,12618966000
구다이글로벌,⑤ 임차/관리비,건물관리비,2023,102644000
구다이글로벌,⑤ 임차/관리비,건물관리비,2024,238701000
구다이글로벌,⑤ 임차/관리비,건물관리비,2025,1541722000
구다이글로벌,⑤ 임차/관리비,사용권자산상각비,2023,261107000
구다이글로벌,⑤ 임차/관리비,사용권자산상각비,2024,1122892000
구다이글로벌,⑤ 임차/관리비,사용권자산상각비,2025,10602388000
구다이글로벌,⑥ 감가상각비,감가상각비,2023,310480000
구다이글로벌,⑥ 감가상각비,감가상각비,2024,470895000
구다이글로벌,⑥ 감가상각비,감가상각비,2025,2851013000
구다이글로벌,⑥ 감가상각비,무형자산상각비,2023,106497000
구다이글로벌,⑥ 감가상각비,무형자산상각비,2024,2169839000
구다이글로벌,⑥ 감가상각비,무형자산상각비,2025,43529958000
구다이글로벌,⑦ 물류/운반비,운반보관비,2023,1288136000
구다이글로벌,⑦ 물류/운반비,운반보관비,2024,17165424000
구다이글로벌,⑦ 물류/운반비,운반보관비,2025,110037034000
구다이글로벌,⑨ 기타판관비,기타,2023,413855000
구다이글로벌,⑨ 기타판관비,기타,2024,1199464000
구다이글로벌,⑨ 기타판관비,기타,2025,21790716000
구다이글로벌,⑨ 기타판관비,대손상각비,2023,13666000
